"BASE","COUNTER","EXCHANGE","DATE","CLOSE","VOLUME","ATR","AMOUNT","TOTAL","DIRECTION","STOP","H_L"
"ABY","BTC","TREX","1506211200","0.00000191","45","0.00000023","69395.75","0.14","LONG","0.00000146","25"
"AEON","BTC","TREX","1506211200","0.00024459","17","0.00003755","425.14","0.11","LONG","0.00016951","25"
"AGRS","BTC","TREX","1506211200","0.00009540","8","0.00001091","1463.20","0.14","LONG","0.00007359","25"
"BELA","BTC","POLO","1506211200","0.00004156","36","0.00000528","3027.88","0.13","LONG","0.00003102","25"
"BSD","BTC","TREX","1506211200","0.00010702","21","0.00001238","1289.41","0.14","LONG","0.00008227","25"
"CLAM","BTC","POLO","1506211200","0.00216","274","0.00014533","109.83","0.24","LONG","0.00186935","25"
"CLAM","BTC","TREX","1506211200","0.00216501","37","0.00028262","56.48","0.13","LONG","0.00159979","25"
"CLUB","BTC","TREX","1506211200","0.00011624","4","0.00000956","1670.82","0.20","LONG","0.00009714","25"
"DASH","BTC","POLO","1506211200","0.09195965","2340","0.00591295","2.70","0.25","LONG","0.08013375","25"
"DASH","BTC","TREX","1506211200","0.09190500","920","0.00660710","2.42","0.23","LONG","0.07869081","25"
"DASH","ETH","TREX","1506211200","1.19382927","1226","0.09447180","0.17","0.21","LONG","1.00488567","25"
"DASH","XMR","POLO","1506211200","3.73498289","86","0.36236220","0.05","0.17","LONG","3.01025849","25"
"DCR","BTC","POLO","1506211200","0.0091924","80","0.00105314","15.16","0.14","LONG","0.00708613","25"
"DCR","BTC","TREX","1506211200","0.00929926","262","0.00106549","14.98","0.14","LONG","0.00716830","25"
"DMD","BTC","TREX","1506211200","0.00230000","82","0.00024146","66.11","0.16","LONG","0.00181710","25"
"EBST","BTC","TREX","1506211200","0.00004720","564","0.00001017","1569.53","0.08","LONG","0.00002687","25"
"EMC2","BTC","POLO","1506211200","0.00001727","38","0.00000221","7247.13","0.13","LONG","0.00001287","25"
"EMC2","BTC","TREX","1506211200","0.00001735","147","0.00000215","7424.07","0.13","LONG","0.00001306","25"
"FAIR","BTC","TREX","1506211200","0.00019083","2","0.00001757","908.54","0.18","LONG","0.00015570","25"
"GBG","BTC","TREX","1506211200","0.00003291","106","0.00000542","2948.37","0.10","LONG","0.00002209","25"
"HMQ","ETH","TREX","1506211200","0.00043233","86","0.00006214","256.87","0.12","LONG","0.00030807","25"
"IOP","BTC","TREX","1506211200","0.00104773","1827","0.00014757","108.17","0.12","LONG","0.00075261","25"
"KORE","BTC","TREX","1506211200","0.00147000","368","0.00024344","65.57","0.10","LONG","0.00098313","25"
"MUE","BTC","TREX","1506211200","0.00003787","23","0.00000497","3213.28","0.13","LONG","0.00002794","25"
"NXC","BTC","POLO","1506211200","0.00011859","250","0.00001144","1395.94","0.17","LONG","0.00009573","25"
"NXC","BTC","TREX","1506211200","0.00011925","730","0.00001339","1192.51","0.15","LONG","0.00009249","25"
"SBD","BTC","POLO","1506211200","0.00026716","1","0.00002796","570.88","0.16","LONG","0.00021125","25"
"SLR","BTC","TREX","1506211200","0.00005182","49","0.00000782","2043.19","0.11","LONG","0.00003620","25"
"SYNX","BTC","TREX","1506211200","0.00008010","424","0.00001227","1301.71","0.11","LONG","0.00005558","25"
"TKS","BTC","TREX","1506211200","0.00071200","21","0.00008541","186.89","0.14","LONG","0.00054120","25"
"TRST","BTC","TREX","1506211200","0.00008751","175","0.00001295","1233.21","0.11","LONG","0.00006163","25"
"TX","BTC","TREX","1506211200","0.00012300","18","0.00001740","917.67","0.12","LONG","0.00008822","25"
"UNB","BTC","TREX","1506211200","0.00006830","11","0.00001146","1393.25","0.10","LONG","0.00004539","25"
"VTC","BTC","POLO","1506211200","0.00027791","29","0.00003523","453.14","0.13","LONG","0.00020747","25"
"VTC","BTC","TREX","1506211200","0.00027802","160","0.00003984","400.70","0.12","LONG","0.00019836","25"
"VTR","BTC","TREX","1506211200","0.00005646","11","0.00000827","1931.37","0.11","LONG","0.00003994","25"
"XWC","BTC","TREX","1506211200","0.00000672","38","0.00000088","18247.45","0.13","LONG","0.00000498","25"
"XZC","BTC","TREX","1506211200","0.00308267","213","0.00045768","34.88","0.11","LONG","0.00216733","25"
"ZEC","XMR","POLO","1506211200","2.2901777","102","0.28379440","0.06","0.13","LONG","1.72258890","25"
"2GIVE","BTC","TREX","1506297600","0.00000156","33","0.00000021","75869.31","0.12","LONG","0.00000116","25"
"BAY","BTC","TREX","1506297600","0.00000625","78","0.00000093","16697.64","0.11","LONG","0.00000441","25"
"BELA","BTC","POLO","1506297600","0.00004528","232","0.00000585","2636.83","0.12","LONG","0.00003360","25"
"CLAM","BTC","POLO","1506297600","0.00219732","277","0.00014981","102.88","0.23","LONG","0.00189771","25"
"CLAM","BTC","TREX","1506297600","0.00219639","48","0.00028096","54.86","0.13","LONG","0.00163449","25"
"EMC2","BTC","POLO","1506297600","0.00001943","119","0.00000230","6708.67","0.14","LONG","0.00001484","25"
"EMC2","BTC","TREX","1506297600","0.00002069","541","0.00000229","6730.19","0.14","LONG","0.00001612","25"
"EXCL","BTC","TREX","1506297600","0.00035756","43","0.00007010","219.86","0.08","LONG","0.00021738","25"
"GAME","BTC","POLO","1506297600","0.00049798","83","0.00007169","215.00","0.11","LONG","0.00035462","25"
"HMQ","ETH","TREX","1506297600","0.00044680","30","0.00006088","253.17","0.12","LONG","0.00032506","25"
"INCNT","BTC","TREX","1506297600","0.00005020","54","0.00001036","1487.86","0.08","LONG","0.00002949","25"
"MUE","BTC","TREX","1506297600","0.00003878","31","0.00000495","3119.22","0.13","LONG","0.00002890","25"
"PKB","BTC","TREX","1506297600","0.00010029","4","0.00001724","893.99","0.09","LONG","0.00006582","25"
"RDD","BTC","TREX","1506297600","0.00000040","6592","0.00000005","338918.60","0.14","LONG","0.00000031","25"
"SBD","BTC","POLO","1506297600","0.00026787","10","0.00002728","565.05","0.16","LONG","0.00021333","25"
"SBD","BTC","TREX","1506297600","0.00026838","33","0.00003645","422.81","0.12","LONG","0.00019549","25"
"SLR","BTC","TREX","1506297600","0.00005599","25","0.00000795","1939.11","0.11","LONG","0.00004010","25"
"TRST","BTC","TREX","1506297600","0.00008755","133","0.00001279","1205.72","0.11","LONG","0.00006199","25"
"TRST","ETH","TREX","1506297600","0.00114515","68","0.00017472","88.21","0.11","LONG","0.00079572","25"
"UNB","BTC","TREX","1506297600","0.00007928","99","0.00001210","1274.40","0.11","LONG","0.00005510","25"
"ZEC","XMR","POLO","1506297600","2.46029448","163","0.28009860","0.06","0.14","LONG","1.90009728","25"
"2GIVE","BTC","TREX","1506384000","0.00000158","29","0.0000002049666","76889.360000000","0.12148518880000000","LONG","0.0000011700668","25"
"ABY","BTC","TREX","1506384000","0.00000212","331","0.0000002510892","62765.540000000","0.13306294480000000","LONG","0.0000016178216","25"
"AEON","BTC","TREX","1506384000","0.00026519","15","0.00003815166","413.081600000","0.10954510950400000","LONG","0.00018888668","25"
"ARDR","BTC","POLO","1506384000","0.00003539","56","0.000003988568","3951.230000000","0.13983402970000000","LONG","0.000027412864","25"
"ARDR","BTC","TREX","1506384000","0.00003527","119","0.000003658561","4307.636000000","0.15193032172000000","LONG","0.000027952878","25"
"BAY","BTC","TREX","1506384000","0.00000650","44","0.000000911285","17293.990000000","0.11241093500000000","LONG","0.000004677430","25"
"BITB","BTC","TREX","1506384000","0.00000087","45","0.0000001102008","143009.400000000","0.12441817800000000","LONG","0.0000006495984","25"
"CLAM","BTC","POLO","1506384000","0.00220245","63","0.0001499985","105.066100000","0.23140283194500000","LONG","0.0019024530","25"
"CLAM","BTC","TREX","1506384000","0.00222062","20","0.0002742820","57.458200000","0.12759282808400000","LONG","0.0016720560","25"
"CURE","BTC","TREX","1506384000","0.00005800","8","0.000008504245","1853.163000000","0.10748345400000000","LONG","0.00004099151","25"
"DMD","BTC","TREX","1506384000","0.00285821","211","0.0002863095","55.044450000","0.15732859743450000","LONG","0.0022855910","25"
"EBST","BTC","TREX","1506384000","0.00005240","1751","0.00001090382","1445.342000000","0.07573592080000000","LONG","0.00003059236","25"
"EMC2","BTC","POLO","1506384000","0.00002117","167","0.000002325902","6775.758000000","0.14344279686000000","LONG","0.000016518196","25"
"EMC2","BTC","TREX","1506384000","0.00002128","572","0.00000229031","6881.055000000","0.14642885040000000","LONG","0.00001669938","25"
"GAME","BTC","POLO","1506384000","0.00062198","955","0.0000777793","202.621400000","0.12602645837200000","LONG","0.0004664214","25"
"GAME","BTC","TREX","1506384000","0.00061960","1428","0.00006998835","225.176800000","0.13951954528000000","LONG","0.0004796233","25"
"GCR","BTC","TREX","1506384000","0.00001245","258","0.000001731450","9102.053000000","0.11332055985000000","LONG","0.000008987100","25"
"MUE","BTC","TREX","1506384000","0.00004084","52","0.000004932068","3195.363000000","0.13049862492000000","LONG","0.000030975864","25"
"PKB","BTC","TREX","1506384000","0.00010068","6","0.00001684538","935.553200000","0.09419149617600000","LONG","0.00006698924","25"
"QRL","BTC","TREX","1506384000","0.00018484","170","0.00002466016","639.077400000","0.11812706661600000","LONG","0.00013551968","25"
"QRL","ETH","TREX","1506384000","0.00252800","118","0.0003377550","46.660300000","0.11795723840000000","LONG","0.0018524900","25"
"SLR","BTC","TREX","1506384000","0.00006131","84","0.000008196495","1922.743000000","0.11788337333000000","LONG","0.00004491701","25"
"TKN","BTC","TREX","1506384000","0.00044700","221","0.00008810585","178.872900000","0.07995618630000000","LONG","0.0002707883","25"
"TKN","ETH","TREX","1506384000","0.00593589","296","0.001137491","13.854830000","0.08224074684870000","LONG","0.003660908","25"
"TRST","BTC","TREX","1506384000","0.00009400","250","0.00001292588","1219.240000000","0.11460856000000000","LONG","0.00006814824","25"
"TRST","ETH","TREX","1506384000","0.00127936","62","0.0001767353","89.171490000","0.11408243744640000","LONG","0.0009258894","25"
"TRUST","BTC","TREX","1506384000","0.00002970","559","0.000004753781","3315.203000000","0.09846152910000000","LONG","0.000020192438","25"
"WAVES","BTC","TREX","1506384000","0.00123817","865","0.0001053034","149.660400000","0.18530501746800000","LONG","0.0010275632","25"
"WAVES","ETH","TREX","1506384000","0.01650000","367","0.01517416","1.038591000","0.01713675150000000","LONG","-0.01384832","25"
"ZEC","ETH","POLO","1506384000","0.79565603","1118","0.0523142","0.301251900","0.23969289078395700","LONG","0.69102763","25"
"ZEC","ETH","TREX","1506384000","0.80252038","739","0.06231995","0.252884500","0.20294496503611000","LONG","0.67788048","25"
"ZEC","XMR","POLO","1506384000","2.46764796","39","0.2724082","0.057853430","0.14276189851850280","LONG","1.92283156","25"
"2GIVE","BTC","TREX","1506470400","0.00000161","25","0.0000002032182","73333.150000000","0.11806637150000000","LONG","0.0000012035636","25"
"ABY","BTC","TREX","1506470400","0.00000218","194","0.0000002605348","57200.150000000","0.12469632700000000","LONG","0.0000016589304","25"
"AEON","BTC","TREX","1506470400","0.00031000","130","0.00004189758","355.691900000","0.11026448900000000","LONG","0.00022620484","25"
"CLAM","BTC","POLO","1506470400","0.00223","26","0.0001455502","102.388200000","0.22832568600000","LONG","0.0019388996","25"
"CLUB","BTC","TREX","1506470400","0.00011630","22","0.00000969014","1537.917000000","0.17885974710000000","LONG","0.00009691972","25"
"CURE","BTC","TREX","1506470400","0.00005800","9","0.000008282535","1799.284000000","0.10435847200000000","LONG","0.00004143493","25"
"EMC2","BTC","POLO","1506470400","0.00002269","83","0.000002377136","6269.153000000","0.14224708157000000","LONG","0.000017935728","25"
"EMC2","BTC","TREX","1506470400","0.00002270","500","0.000002322294","6417.202000000","0.14567048540000000","LONG","0.000018055412","25"
"GUP","ETH","TREX","1506470400","0.00072277","40","0.0001103702","135.024000000","0.09759129648000000","LONG","0.0005020296","25"
"HMQ","BTC","TREX","1506470400","0.00003658","292","0.000004371507","3409.037000000","0.12470257346000000","LONG","0.000027836986","25"
"HMQ","ETH","TREX","1506470400","0.00049956","144","0.00006285855","237.082000000","0.11843668392000000","LONG","0.0003738429","25"
"INFX","BTC","TREX","1506470400","0.00019200","37","0.00002247261","663.146400000","0.12732410880000000","LONG","0.00014705478","25"
"NEO","BTC","TREX","1506470400","0.00772001","8577","0.001026012","14.524810000","0.11213167844810000","LONG","0.005667986","25"
"NEO","ETH","TREX","1506470400","0.10648800","8796","0.01415744","1.052636000","0.11209310236800000","LONG","0.07817312","25"
"NEO","USDT","TREX","1506470400","31.71100000","8655303","5.111955","0.002915251","0.09244552446100000","LONG","21.48709000","25"
"TKN","ETH","TREX","1506470400","0.00614998","218","0.001117009","13.341550000","0.08205026566900000","LONG","0.003915962","25"
"TRST","BTC","TREX","1506470400","0.00010317","353","0.00001328358","1121.884000000","0.11574477228000000","LONG","0.00007660284","25"
"TRST","ETH","TREX","1506470400","0.00141487","153","0.0001840506","80.970290000","0.11456243421230000","LONG","0.0010467688","25"
"TRUST","BTC","TREX","1506470400","0.00003530","738","0.00000547759","2720.655000000","0.09603912150000000","LONG","0.00002434482","25"
"WAVES","ETH","TREX","1506470400","0.01705530","377","0.01454565","1.024542000","0.01747387117260000","LONG","-0.01203600","25"
"XZC","BTC","TREX","1506470400","0.00315010","370","0.0004438422","33.576420000","0.10576908064200000","LONG","0.0022624156","25"
"ZEC","BTC","POLO","1506470400","0.06714014","3368","0.00566456","2.630854000","0.17663590587956000","LONG","0.05581102","25"
"ZEC","BTC","TREX","1506470400","0.06779802","4823","0.005966065","2.497899000","0.16935260635998000","LONG","0.05586589","25"
"ZEC","ETH","POLO","1506470400","0.928","5329","0.0604868","0.246378200","0.228638969600","LONG","0.8070264","25"
"ZEC","ETH","TREX","1506470400","0.92592305","5243","0.07585395","0.196464800","0.18191128683364000","LONG","0.77421515","25"
"ZEC","USDT","POLO","1506470400","276.52999999","5711334","29.05796","0.000512859","0.14182089926487141","LONG","218.41407999","25"
"ZEC","USDT","TREX","1506470400","278.99999999","3722088","32.22200","0.000462499","0.12903722099537501","LONG","214.55599999","25"
"ZEC","XMR","POLO","1506470400","2.8","1259","0.2924572","0.050956620","0.1426785360","LONG","2.2150856","25"
"ADX","BTC","TREX","1506553200","0.00025300","3179","0.00004931","382.90650000","0.09687535","LONG","0.00015440","25"
"ADX","ETH","TREX","1506553200","0.00344221","2039","0.00064647","29.20132000","0.10051708","LONG","0.00214928","25"
"AEON","BTC","TREX","1506553200","0.00028803","150","0.00004141","455.91180000","0.13131628","LONG","0.00020522","25"
"ARDR","BTC","POLO","1506553200","0.00003772","97","0.00000405","4662.83600000","0.17588218","LONG","0.00002963","25"
"ARDR","BTC","TREX","1506553200","0.00003797","194","0.00000375","5036.57400000","0.19123872","LONG","0.00003048","25"
"CLUB","BTC","TREX","1506553200","0.00011910","6","0.00000953","1981.47100000","0.23599320","LONG","0.00010005","25"
"EMC2","BTC","POLO","1506553200","0.00002419","253","0.00000249","7608.51100000","0.18404989","LONG","0.00001923","25"
"EMC2","BTC","TREX","1506553200","0.00002415","614","0.00000243","7796.55400000","0.18828678","LONG","0.00001931","25"
"HMQ","BTC","TREX","1506553200","0.00004119","440","0.00000454","4167.26700000","0.17164973","LONG","0.00003213","25"
"HMQ","ETH","TREX","1506553200","0.00054980","272","0.00006529","289.16110000","0.15898078","LONG","0.00041924","25"
"INFX","BTC","TREX","1506553200","0.00020800","186","0.00002463","766.66800000","0.15946695","LONG","0.00015876","25"
"NEO","BTC","TREX","1506553200","0.00767000","17202","0.00104583","18.05050000","0.13844734","LONG","0.00557834","25"
"NEO","ETH","TREX","1506553200","0.10341175","18453","0.01439628","1.31129400","0.13560321","LONG","0.07461919","25"
"NEO","USDT","TREX","1506553200","32.08000000","16904618","5.22285500","0.00361445","0.11595156","LONG","21.63429000","25"
"SAFEX","BTC","TREX","1506553200","0.00000283","133","0.00000042","45753.32000000","0.12948190","LONG","0.00000201","25"
"STEEM","BTC","POLO","1506553200","0.00028706","241","0.00003532","534.62570000","0.15346966","LONG","0.00021644","25"
"STEEM","BTC","TREX","1506553200","0.00028957","245","0.00004085","462.16700000","0.13382970","LONG","0.00020788","25"
"TRST","BTC","TREX","1506553200","0.00010419","326","0.00001309","1442.74800000","0.15031992","LONG","0.00007803","25"
"TRST","ETH","TREX","1506553200","0.00140426","181","0.00018215","103.64380000","0.14554285","LONG","0.00103998","25"
"WAVES","ETH","TREX","1506553200","0.01671988","249","0.01449292","1.30255000","0.02177848","LONG","-0.01226596","25"
"XZC","BTC","TREX","1506553200","0.00315263","350","0.00043716","43.18308000","0.13614028","LONG","0.00227832","25"
"ZEC","BTC","POLO","1506553200","0.06977577","4389","0.00566456","3.33260700","0.23253522","LONG","0.05844665","25"
"ZEC","BTC","TREX","1506553200","0.06973228","6456","0.00591865","3.18953600","0.22241362","LONG","0.05789498","25"
"ZEC","ETH","POLO","1506553200","0.93915655","6453","0.06048680","0.31209700","0.29310795","LONG","0.81818295","25"
"ZEC","ETH","TREX","1506553200","0.94389998","6956","0.07528890","0.25073750","0.23667113","LONG","0.79332218","25"
"ZEC","USDT","POLO","1506553200","291.94771026","8547230","29.20796000","0.00064633","0.18869252","LONG","233.53179026","25"
"ZEC","USDT","TREX","1506553200","290.84500000","5244813","32.19450000","0.00058637","0.17054162","LONG","226.45600000","25"
"ZEC","XMR","POLO","1506553200","2.83826252","1457","0.29245720","0.06454876","0.18320633","LONG","2.25334812","25"
"AEON","BTC","TREX","1506639600","0.00033379","94","0.00004367","428.15680000","0.14291446","LONG","0.00024646","25"
"ARDR","BTC","POLO","1506639600","0.00004188","220","0.00000421","4441.31200000","0.18600215","LONG","0.00003347","25"
"ARDR","BTC","TREX","1506639600","0.00004180","785","0.00000422","4438.71200000","0.18553817","LONG","0.00003338","25"
"BTA","BTC","TREX","1506639600","0.00018697","21","0.00003032","616.84820000","0.11533211","LONG","0.00012635","25"
"BYC","BTC","TREX","1506639600","0.00014962","2","0.00001749","1069.56900000","0.16002892","LONG","0.00011466","25"
"CLUB","BTC","TREX","1506639600","0.00011989","26","0.00001031","1815.18000000","0.21762194","LONG","0.00009929","25"
"EMC2","BTC","POLO","1506639600","0.0000294","367","0.00000264","7088.56700000","0.20840387","LONG","0.00002413","25"
"EMC2","BTC","TREX","1506639600","0.00003131","1331","0.00000281","6661.43900000","0.20856966","LONG","0.00002570","25"
"ERC","BTC","TREX","1506639600","0.00013893","113","0.00002872","651.18400000","0.09046900","LONG","0.00008151","25"
"GEO","BTC","TREX","1506639600","0.00033300","26","0.00008149","229.44470000","0.07640509","LONG","0.00017003","25"
"HUC","BTC","POLO","1506639600","0.0000265","1","0.00000336","5575.67600000","0.14775542","LONG","0.00001980","25"
"MEME","BTC","TREX","1506639600","0.00004929","78","0.00000614","3045.96200000","0.15013547","LONG","0.00003702","25"
"SAFEX","BTC","TREX","1506639600","0.00000285","233","0.00000042","45550.04000000","0.12981762","LONG","0.00000203","25"
"STEEM","BTC","POLO","1506639600","0.00029919","162","0.00003484","536.67330000","0.16056729","LONG","0.00022952","25"
"STEEM","BTC","TREX","1506639600","0.00030199","302","0.00004024","464.64690000","0.14031872","LONG","0.00022152","25"
"STEEM","ETH","POLO","1506639600","0.00416676","68","0.00045043","41.50911000","0.17295850","LONG","0.00326591","25"
"TRUST","BTC","TREX","1506639600","0.00004250","324","0.00000601","3115.80100000","0.13242155","LONG","0.00003050","25"
"XZC","BTC","TREX","1506639600","0.00326732","444","0.00043930","42.56078000","0.13905969","LONG","0.00238873","25"
"ZEC","BTC","POLO","1506639600","0.0725163","8851","0.00690591","2.70737100","0.19632853","LONG","0.05870448","25"
"ZEC","BTC","TREX","1506639600","0.07245479","14174","0.00739931","2.52683800","0.18308152","LONG","0.05765617","25"
"ZEC","ETH","POLO","1506639600","1.00859561","13622","0.07789780","0.24001780","0.24208090","LONG","0.85280001","25"
"ZEC","ETH","TREX","1506639600","1.00000000","19998","0.09682445","0.19310060","0.19310060","LONG","0.80635110","25"
"ZEC","USDT","POLO","1506639600","304","21689565","34.14212000","0.00054762","0.16647618","LONG","235.71576000","25"
